id,Decision
420,1
421,1
422,1
423,0
424,0
425,1
426,0
427,1
428,1
429,0
430,1
431,1
432,1
433,1
434,0
435,0
436,0
437,1
438,1
439,0
440,1
441,0
442,0
443,1
444,0
445,1
446,1
447,1
448,0
449,0
450,0
451,1
452,0
453,0
454,1
455,0
456,1
457,1
458,1
459,0
460,0
461,0
462,0
463,0
464,0
465,1
466,1
467,0
468,0
469,1
470,0
471,0
472,1
473,0
474,1
475,0
476,1
477,1
478,1
479,0
480,1
481,0
482,1
483,0
484,1
485,0
486,0
487,1
488,0
489,1
490,0
491,0
492,1
493,1
494,1
495,0
496,1
497,1
498,1
499,1
500,1
501,1
502,0
503,1
504,1
505,1
506,0
507,1
508,0
509,0
510,0
511,1
512,1
513,1
514,1
515,1
516,1
517,0
518,0
519,0
520,0
521,0
522,1
523,1
524,0
525,0
526,0
527,1
528,1
529,0
530,1
531,1
532,1
533,1
534,0
535,0
536,0
537,0
538,1
539,0
540,0
541,0
542,0
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,0
552,0
553,1
554,1
555,1
556,1
557,1
558,1
559,0
560,0
561,0
562,1
563,1
564,1
565,1
566,1
567,0
568,0
569,0
570,1
571,0
572,1
573,1
574,1
575,1
576,0
577,1
578,0
579,1
580,1
581,0
582,1
583,1
584,0
585,1
586,1
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,0
595,1
596,1
597,1
598,1
599,1
600,0
601,1
602,1
603,0
604,1
605,1
606,0
607,0
608,0
609,1
610,1
611,1
612,0
613,1
614,1
615,1
616,1
617,1
618,0
619,1
620,1
621,1
622,1
623,1
624,1
625,0
626,1
627,0
628,0
629,1
630,1
631,0
632,1
633,0
634,0
635,0
636,0
637,1
638,1
639,0
640,1
641,1
642,1
643,1
644,0
645,1
646,0
647,0
648,1
649,0
650,0
651,0
652,0
653,0
654,1
655,0
656,0
657,1
658,1
659,1
660,0
661,0
662,0
663,1
664,0
665,0
666,0
667,1
668,1
669,0
670,0
671,0
672,1
673,1
674,0
675,1
676,0
677,1
678,0
679,1
680,1
681,1
682,0
683,0
684,1
685,1
686,0
687,0
688,1
689,0
690,0
691,0
692,0
693,1
694,0
695,0
696,0
697,1
698,0
699,0
700,0
701,0
702,0
703,1
704,0
705,1
706,0
707,1
708,0
709,0
710,1
711,1
712,0
713,1
714,0
715,0
716,1
717,1
718,0
719,1
720,0
721,0
722,1
723,1
724,0
725,0
726,1
727,1
728,0
729,1
730,0
731,0
732,1
733,1
734,0
735,0
736,1
737,1
738,1
739,1
740,1
741,0
742,1
743,0
744,0
745,1
746,0
747,0
748,0
749,0
750,0
751,0
752,1
753,1
754,1
755,0
756,0
757,1
758,1
759,1
760,1
761,1
762,0
763,0
764,0
765,1
766,0
767,1
768,0
769,1
770,1
771,1
772,1
773,0
774,1
775,1
776,1
777,1
778,0
779,1
780,1
781,0
782,0
783,1
784,0
785,0
786,1
787,1
788,1
789,0
790,1
791,0
792,1
793,1
794,1
795,0
796,1
797,0
798,0
799,0
800,1
801,0
802,1
803,1
804,0
805,1
806,0
807,1
808,1
809,1
810,0
811,0
812,1
813,0
814,1
815,1
816,1
817,1
818,1
819,0
820,1
821,0
822,1
823,0
824,0
825,0
826,1
827,0
828,0
829,0
830,1
831,0
832,1
833,0
834,0
835,1
836,0
837,0
838,0
839,1
840,1
841,1
842,0
843,0
844,1
845,0
846,1
847,0
848,1
849,0
850,0
851,0
852,1
853,1
854,0
855,0
856,1
857,1
858,0
859,0
860,1
861,1
862,0
863,1
864,1
865,1
866,0
867,1
868,0
869,0
870,0
871,0
872,0
873,1
874,1
875,1
876,1
877,1
878,0
879,1
880,0
881,1
882,0
883,1
884,0
885,1
886,0
887,1
888,1
889,0
890,0
891,1
892,1
893,0
894,0
895,0
896,1
897,1
898,1
899,1
900,1
901,1
902,0
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,0
913,0
914,1
915,0
916,0
917,1
918,1
919,1
920,0
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,1
942,1
943,0
944,1
945,1
946,0
947,0
948,1
949,1
950,1
951,0
952,0
953,1
954,1
955,1
956,1
957,1
958,0
959,1
960,0
961,0
962,0
963,1
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,0
972,1
973,1
974,1
975,0
976,1
977,1
978,0
979,0
980,1
981,0
982,0
983,0
984,1
985,0
986,1
987,0
988,1
989,0
990,1
991,1
992,1
993,1
994,1
995,0
996,1
997,1
998,1
999,0
1000,0
1001,1
1002,0
1003,1
1004,1
1005,1
1006,1
1007,1
1008,0
1009,0
1010,1
1011,0
1012,0
1013,0
1014,0
1015,1
1016,0
1017,0
1018,0
1019,1
1020,0
1021,1
1022,1
1023,0
1024,1
1025,0
1026,1
1027,1
1028,0
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,0
1036,0
1037,1
1038,0
1039,0
1040,0
1041,1
1042,0
1043,1
1044,1
1045,1
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,1
1053,1
1054,0
1055,0
1056,1
1057,1
1058,0
1059,1
1060,1
1061,1
1062,0
1063,0
1064,1
1065,0
1066,1
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,1
1076,1
1077,0
1078,1
1079,1
1080,0
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,0
1088,1
1089,1
1090,0
1091,0
1092,1
1093,1
1094,1
1095,0
1096,1
1097,0
1098,0
1099,1
1100,1
1101,0
1102,1
1103,0
1104,1
1105,0
1106,0
1107,1
1108,0
1109,1
1110,0
1111,0
1112,1
1113,1
1114,1
1115,1
1116,0
1117,1
1118,0
1119,0
1120,1
1121,1
1122,1
1123,0
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,1
1131,0
1132,1
1133,0
1134,1
1135,1
1136,0
1137,0
1138,0
1139,0
1140,1
1141,1
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,1
1149,0
1150,1
1151,1
1152,1
1153,1
1154,0
1155,1
1156,1
1157,0
1158,1
1159,1
1160,0
1161,1
1162,1
1163,1
1164,1
1165,0
1166,1
1167,1
1168,1
1169,0
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,0
1177,1
1178,0
1179,1
1180,1
1181,0
1182,1
1183,0
1184,1
1185,1
1186,1
1187,1
1188,1
1189,0
1190,1
1191,1
1192,1
1193,1
1194,1
1195,0
1196,0
1197,0
1198,0
1199,0
1200,1
1201,1
1202,1
1203,0
1204,1
1205,1
1206,0
1207,1
1208,1
1209,0
1210,1
1211,0
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,0
1219,1
1220,1
1221,0
1222,0
1223,1
1224,1
1225,1
1226,1
1227,1
1228,0
1229,0
1230,1
1231,0
1232,0
1233,1
1234,0
1235,1
1236,0
1237,1
1238,0
1239,0
1240,1
1241,1
1242,1
1243,1
1244,0
1245,0
1246,1
1247,1
1248,1
1249,0
1250,0
1251,1
1252,0
1253,1
1254,0
1255,1
1256,1
1257,1
1258,1
1259,0
1260,0
1261,1
1262,0
1263,1
1264,0
1265,0
1266,1
1267,1
1268,1
1269,0
1270,1
1271,1
1272,1
1273,0
1274,1
1275,1
1276,0
1277,1
1278,1
1279,1
1280,1
1281,0
1282,1
1283,0
1284,0
1285,1
1286,1
1287,1
1288,1
1289,0
1290,1
1291,1
1292,1
1293,1
1294,1
1295,0
1296,0
1297,0
1298,1
1299,1
1300,1
1301,1
1302,0
1303,1
1304,1
1305,1
1306,1
1307,0
1308,1
1309,0
1310,1
1311,1
1312,0
1313,1
1314,0
1315,1
1316,1
1317,0
1318,0
1319,0
1320,1
1321,0
1322,0
1323,0
1324,1
1325,0
1326,1
1327,1
1328,1
1329,1
1330,0
1331,1
1332,0
1333,1
1334,1
1335,0
1336,0
1337,1
1338,0
1339,1
1340,1
1341,1
1342,0
1343,1
1344,0
1345,1
1346,1
1347,1
1348,1
1349,0
1350,0
1351,1
1352,1
1353,0
1354,1
1355,1
1356,1
1357,0
1358,0
1359,1
1360,0
1361,0
1362,0
1363,1
1364,1
1365,1
1366,1
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,1
1374,1
1375,0
1376,1
1377,1
1378,1
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0
1385,1
1386,0
1387,0
1388,0
1389,1
1390,1
1391,0
1392,1
1393,1
1394,1
1395,0
1396,1
1397,0
1398,1
1399,0
1400,1
1401,0
1402,1
1403,0
1404,0
1405,0
1406,1
1407,1
1408,0
1409,1
1410,1
1411,0
1412,0
1413,1
1414,0
1415,1
1416,1
1417,0
1418,0
1419,1
1420,1
1421,1
1422,0
1423,1
1424,0
1425,1
1426,1
1427,1
1428,1
1429,0
1430,1
1431,1
1432,0
1433,0
1434,1
1435,1
1436,0
1437,1
1438,0
1439,0
1440,0
1441,1
1442,1
1443,0
1444,1
1445,1
1446,1
1447,1
1448,1
1449,0
1450,0
1451,0
1452,1
1453,1
1454,1
1455,0
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,0
1465,1
1466,1
1467,1
1468,0
1469,1
1470,1
1471,1
1472,0
1473,1
1474,0
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,0
1482,1
1483,1
1484,0
1485,1
1486,0
1487,1
1488,1
1489,1
1490,1
1491,0
1492,0
1493,1
1494,1
1495,1
1496,0
1497,0
1498,1
1499,0
1500,1
1501,1
1502,0
1503,1
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,0
1512,1
1513,0
1514,0
1515,1
1516,1
1517,0
1518,1
1519,0
1520,1
1521,0
1522,0
1523,1
1524,1
1525,0
1526,1
1527,1
1528,0
1529,1
1530,1
1531,0
1532,0
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,1
1540,1
1541,1
1542,0
1543,1
1544,1
1545,0
1546,1
1547,0
1548,0
1549,1
1550,0
1551,1
1552,1
1553,0
1554,1
1555,0
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,1
1563,1
1564,1
1565,1
1566,0
1567,0
1568,0
1569,1
1570,1
1571,0
1572,0
1573,1
1574,1
1575,0
1576,0
1577,1
1578,1
1579,0
1580,1
1581,1
1582,0
1583,1
1584,1
1585,1
1586,1
1587,1
1588,0
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,0
1597,0
1598,0
1599,0
1600,1
1601,1
1602,0
1603,0
1604,0
1605,1
1606,1
1607,0
1608,1
1609,1
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,1
1617,0
1618,0
1619,1
1620,0
1621,0
1622,1
1623,1
1624,0
1625,1
1626,0
1627,0
1628,0
1629,1
1630,0
1631,0
1632,0
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,0
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,0
1649,1
1650,1
1651,0
1652,1
1653,0
1654,0
1655,1
1656,0
1657,1
1658,1
1659,0
1660,1
1661,1
1662,0
1663,0
1664,0
1665,1
1666,1
1667,1
1668,1
1669,1
1670,0
1671,1
1672,1
1673,0
1674,0
1675,1
1676,1
1677,0
1678,1
1679,0
1680,1
1681,1
1682,0
1683,0
1684,1
1685,1
1686,1
1687,0
1688,1
1689,0
1690,1
1691,0
1692,1
1693,0
1694,1
1695,0
1696,1
1697,1
1698,0
1699,0
1700,1
1701,1
1702,1
1703,0
1704,1
1705,1
1706,1
1707,0
1708,1
1709,0
1710,0
1711,1
1712,0
1713,0
1714,0
1715,1
1716,0
1717,0
1718,1
1719,1
1720,1
1721,1
1722,1
1723,0
1724,0
1725,0
1726,0
1727,1
1728,1
1729,1
1730,1
1731,0
1732,1
1733,0
1734,1
1735,0
1736,0
1737,1
1738,0
1739,0
1740,1
1741,1
1742,1
1743,0
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,0
1754,0
1755,0
1756,0
1757,1
1758,0
1759,1
1760,1
1761,0
1762,1
1763,1
1764,1
1765,1
1766,1
1767,1
1768,0
1769,1
1770,1
1771,1
1772,0
1773,1
1774,1
1775,0
1776,1
1777,0
1778,0
1779,0
1780,0
1781,1
1782,1
1783,0
1784,1
1785,1
1786,0
1787,0
1788,1
1789,0
1790,1
1791,1
1792,0
1793,1
1794,0
1795,0
1796,0
1797,1
1798,0
1799,0
1800,0
1801,1
1802,1
1803,0
1804,0
1805,1
1806,1
1807,1
1808,1
1809,1
1810,0
1811,1
1812,0
1813,1
1814,1
1815,0
1816,1
1817,1
1818,0
1819,1
1820,1
1821,0
1822,1
1823,1
1824,0
1825,0
1826,0
1827,0
1828,1
1829,0
1830,1
1831,1
1832,1
1833,0
1834,1
1835,1
1836,0
1837,1
1838,0
1839,1
1840,0
1841,1
1842,1
1843,1
1844,1
1845,1
1846,0
1847,0
1848,0
1849,1
1850,0
1851,1
1852,0
1853,0
1854,1
1855,0
1856,0
1857,1
1858,0
1859,1
1860,1
1861,0
1862,0
1863,1
1864,0
1865,1
1866,1
1867,1
1868,1
1869,0
1870,1
1871,1
1872,1
1873,0
1874,1
1875,0
1876,0
1877,1
1878,0
1879,0
1880,0
1881,1
1882,1
1883,0
1884,0
1885,0
1886,1
1887,0
1888,0
1889,1
1890,1
1891,1
1892,1
1893,1
1894,1
1895,0
1896,1
1897,0
1898,0
1899,1
1900,1
1901,1
1902,0
1903,1
1904,0
1905,1
1906,1
1907,1
1908,0
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,0
1920,0
1921,0
1922,0
1923,0
1924,1
1925,0
1926,1
1927,1
1928,1
1929,0
1930,1
1931,0
1932,1
1933,1
1934,1
1935,0
1936,1
1937,1
1938,0
1939,1
1940,0
1941,1
1942,0
1943,1
1944,1
1945,1
1946,1
1947,0
1948,1
1949,1
1950,1
1951,1
1952,0
1953,1
1954,0
1955,1
1956,1
1957,1
1958,1
1959,0
1960,0
1961,1
1962,0
1963,0
1964,1
1965,0
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,1
1973,0
1974,1
1975,0
1976,0
1977,0
1978,1
1979,1
1980,1
1981,1
1982,1
1983,0
1984,1
1985,1
1986,1
1987,1
1988,1
1989,0
1990,0
1991,1
1992,0
1993,1
1994,0
1995,0
1996,1
1997,0
1998,0
1999,1
2000,1
2001,1
2002,1
2003,1
2004,1
2005,0
2006,1
2007,1
2008,0
2009,1
2010,1
2011,1
2012,0
2013,1
2014,0
2015,1
2016,1
2017,0
2018,1
2019,0
2020,1
2021,0
2022,1
2023,1
2024,0
2025,1
2026,1
2027,1
2028,1
2029,0
2030,1
2031,1
2032,1
2033,1
2034,0
2035,0
2036,0
2037,0
2038,1
2039,0
2040,0
2041,1
2042,1
2043,1
2044,0
2045,1
2046,0
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,1
2055,1
2056,0
2057,1
2058,1
2059,0
2060,0
2061,0
2062,1
2063,0
2064,1
2065,0
2066,1
2067,0
2068,0
2069,1
2070,0
2071,1
2072,0
2073,0
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,0
2081,1
2082,1
2083,1
2084,0
2085,0
2086,1
2087,0
2088,0
2089,1
2090,1
2091,1
2092,0
2093,1
2094,1
2095,0
2096,0
2097,1
2098,0
2099,1
2100,1
2101,1
2102,1
2103,0
2104,0
2105,1
2106,0
2107,1
2108,1
2109,1
2110,1
2111,0
2112,0
2113,1
2114,0
2115,1
2116,1
2117,1
2118,0
2119,1
2120,0
2121,0
2122,1
2123,1
2124,1
2125,0
2126,1
2127,0
2128,0
2129,0
2130,1
2131,0
2132,1
2133,1
2134,1
2135,0
2136,1
2137,0
2138,1
2139,0
2140,0
2141,1
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,0
2156,0
2157,1
2158,1
2159,0
2160,0
2161,1
2162,1
2163,0
2164,1
2165,1
2166,1
2167,0
2168,1
2169,1
2170,0
2171,0
2172,1
2173,0
2174,0
2175,0
2176,1
2177,1
2178,1
2179,1
2180,0
2181,0
2182,0
2183,1
2184,0
2185,0
2186,0
2187,0
2188,0
2189,1
2190,0
2191,1
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,0
2199,0
2200,1
2201,1
2202,1
2203,0
2204,0
2205,1
2206,1
2207,0
2208,1
2209,0
2210,0
2211,1
2212,1
2213,1
2214,1
2215,0
2216,0
2217,1
2218,1
2219,1
2220,0
2221,1
2222,1
2223,0
2224,1
2225,0
2226,1
2227,1
2228,1
2229,0
2230,0
2231,1
2232,1
2233,1
2234,1
2235,1
2236,0
2237,0
2238,1
2239,1
2240,0
2241,1
2242,1
2243,0
2244,0
2245,1
2246,1
2247,0
2248,1
2249,0
2250,1
2251,0
2252,1
2253,0
2254,1
2255,1
2256,1
2257,1
2258,0
2259,1
2260,1
2261,0
2262,0
2263,1
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,1
2272,1
2273,0
2274,0
2275,0
2276,1
2277,1
2278,0
2279,1
2280,0
2281,0
2282,1
2283,0
2284,1
2285,1
2286,1
2287,1
2288,0
2289,1
2290,1
2291,1
2292,1
2293,1
2294,0
2295,1
2296,0
2297,1
2298,1
2299,1
2300,0
2301,0
2302,0
2303,1
2304,1
2305,0
2306,0
2307,0
2308,0
2309,0
2310,1
2311,0
2312,1
2313,1
2314,1
2315,1
2316,0
2317,1
2318,0
2319,0
2320,1
2321,1
2322,1
2323,0
2324,1
2325,0
2326,1
2327,0
2328,1
2329,1
2330,0
2331,0
2332,0
2333,0
2334,1
2335,0
2336,1
2337,1
2338,0
2339,0
2340,0
2341,1
2342,0
2343,1
2344,1
2345,0
2346,1
2347,1
2348,0
2349,0
2350,0
2351,1
2352,0
2353,1
2354,0
2355,1
2356,0
2357,0
2358,1
2359,1
2360,1
2361,0
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,0
2369,1
2370,0
2371,1
2372,0
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,0
2380,0
2381,0
2382,1
2383,0
2384,1
2385,1
2386,0
2387,1
2388,1
2389,1
2390,0
2391,1
2392,1
2393,0
2394,1
2395,1
2396,0
2397,1
2398,0
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,0
2407,1
2408,1
2409,1
2410,0
2411,1
2412,0
2413,0
2414,0
2415,0
2416,1
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,0
2425,0
2426,1
2427,0
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,0
2437,1
2438,1
2439,1
2440,1
2441,1
2442,0
2443,1
2444,0
2445,1
2446,1
2447,1
2448,1
2449,0
2450,1
2451,0
2452,0
2453,1
2454,0
2455,1
2456,1
2457,1
2458,1
2459,0
2460,1
2461,0
2462,0
2463,1
2464,1
2465,1
2466,0
2467,1
2468,0
2469,0
2470,0
2471,1
2472,1
2473,0
2474,0
2475,1
2476,1
2477,1
2478,1
2479,1
2480,0
2481,1
2482,0
2483,1
2484,1
2485,1
2486,1
2487,0
2488,1
2489,1
2490,0
2491,1
2492,1
2493,1
2494,0
2495,1
2496,0
2497,0
2498,1
2499,1
2500,0
