id,Decision
882,1
883,0
884,1
885,1
886,0
887,1
888,1
889,0
890,1
891,0
892,0
893,1
894,1
895,1
896,0
897,1
898,1
899,0
900,0
901,0
902,1
904,0
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,0
914,1
915,0
916,1
917,0
918,0
920,0
922,1
923,0
924,1
925,1
926,1
927,0
928,1
929,0
930,1
931,1
933,1
934,0
935,1
937,0
938,1
939,0
940,1
941,1
942,1
943,0
944,0
945,1
946,0
947,1
948,0
949,1
950,1
951,0
952,1
953,1
954,1
955,1
956,1
957,1
958,0
959,1
960,1
961,1
962,0
963,1
964,1
965,1
966,0
967,0
968,0
969,1
970,1
971,1
972,0
973,1
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,1
983,0
984,0
985,0
986,1
987,1
988,1
989,0
990,1
991,1
992,1
993,0
994,1
995,0
996,1
997,1
999,0
1000,0
1001,1
1002,1
1003,0
1004,1
1005,0
1006,1
1007,0
1008,0
1009,0
1010,0
1011,0
1012,1
1013,1
1014,0
1015,0
1016,1
1018,0
1019,0
1020,1
1021,1
1022,1
1023,0
1024,1
1025,0
1026,1
1027,0
1028,0
1029,1
1030,0
1031,0
1032,1
1033,1
1034,1
1035,1
1036,1
1037,0
1038,1
1039,1
1040,1
1041,1
1042,0
1043,1
1044,1
1045,0
1046,1
1048,0
1049,0
1050,0
1051,0
1052,0
1053,1
1054,0
1055,1
1056,0
1057,0
1058,1
1059,1
1060,0
1061,0
1062,1
1063,1
1064,1
1065,0
1066,1
1067,0
1068,0
1069,1
1070,0
1071,0
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,1
1079,1
1080,1
1081,0
1082,0
1083,0
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,0
1092,0
1093,0
1094,1
1095,1
1096,1
1097,1
1099,0
1100,0
1101,1
1102,1
1104,1
1105,0
1106,1
1107,0
1108,1
1109,0
1110,1
1111,0
1112,0
1113,1
1114,1
1115,1
1116,1
1117,0
1118,1
1119,1
1120,0
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,0
1131,0
1132,1
1133,0
1134,1
1135,1
1136,1
1137,1
1139,0
1140,1
1141,0
1142,1
1143,0
1144,0
1145,1
1147,1
1148,0
1149,0
1150,0
1151,1
1152,0
1153,1
1154,0
1155,1
1156,0
1157,0
1158,1
1159,1
1160,0
1161,0
1162,0
1164,1
1165,1
1166,1
1167,1
1168,0
1169,1
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,0
1179,0
1180,1
1181,1
1182,1
1183,0
1184,0
1185,0
1186,1
1187,1
1188,0
1189,1
1190,0
1191,0
1192,1
1193,0
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,0
1210,1
1211,0
1212,1
1213,1
1214,0
1215,1
1216,0
1217,0
1218,1
1219,0
1220,1
1221,1
1222,1
1223,0
1224,0
1225,0
1226,0
1227,0
1228,1
1230,1
1232,1
1233,1
1234,0
1235,1
1236,0
1237,0
1238,1
1239,1
1240,0
1241,1
1242,0
1244,1
1245,0
1246,1
1247,1
1248,1
1249,1
1250,1
1251,0
1252,1
1253,1
1254,1
1255,1
1256,0
1257,0
1258,0
1259,1
1260,1
1261,0
1262,1
1263,0
1264,1
1265,0
1266,1
1267,0
1268,1
1269,1
1270,1
1272,0
1273,1
1274,1
1276,0
1277,1
1278,1
1279,1
1280,0
1281,0
1282,1
1283,0
1284,0
1285,0
1286,0
1287,0
1288,1
1289,1
1290,0
1291,1
1292,0
1293,0
1294,1
1295,0
1296,1
1297,1
1298,1
1299,1
1300,1
1301,1
1302,0
1303,1
1304,0
1305,0
1306,0
1307,1
1308,1
1309,0
1310,1
1311,1
1312,1
1313,0
1314,0
1315,1
1316,1
1317,0
1318,0
1319,1
1320,1
1321,1
1322,1
1323,0
1324,1
1325,0
1326,1
1327,1
1328,0
1329,1
1330,0
1332,0
1333,0
1334,0
1335,1
1336,1
1337,0
1338,0
1339,1
1340,1
1341,1
1342,1
1343,0
1344,1
1345,1
1346,1
1347,0
1348,1
1349,1
1350,1
1352,1
1353,0
1354,0
1355,0
1356,1
1357,0
1359,1
1360,1
1361,0
1362,1
1363,0
1364,1
1365,1
1366,1
1367,1
1368,1
1369,0
1370,0
1371,0
1372,1
1373,0
1374,0
1375,1
1376,1
1378,1
1379,0
1380,0
1381,1
1382,1
1383,1
1384,0
1385,0
1386,1
1387,0
1388,1
1389,0
1390,1
1391,0
1392,1
1393,0
1394,1
1395,0
1396,1
1397,0
1398,1
1400,1
1401,1
1402,0
1403,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,1
1412,0
1413,0
1415,1
1416,1
1417,0
1418,0
1419,0
1420,1
1421,1
1422,1
1423,0
1424,1
1425,1
1426,1
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,0
1441,1
1442,0
1443,0
1445,0
1446,1
1447,1
1448,0
1449,0
1450,0
1451,0
1452,1
1453,0
1454,1
1455,1
1456,1
1457,0
1458,0
1459,1
1460,0
1461,0
1462,0
1463,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,0
1477,1
1478,0
1479,1
1480,0
1481,0
1482,1
1483,1
1484,0
1485,0
1486,0
1487,1
1488,1
1489,1
1490,1
1491,1
1492,0
1493,1
1494,1
1495,0
1496,0
1497,1
1498,1
1499,0
1500,1
1502,1
1503,0
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,0
1511,0
1512,0
1513,1
1514,1
1515,1
1516,1
1517,0
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,0
1525,0
1526,1
1527,1
1528,0
1529,1
1530,1
1531,0
1532,1
1533,0
1534,0
1535,1
1536,0
1538,1
1539,0
1540,1
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,1
1548,0
1549,1
1550,1
1551,1
1552,0
1553,1
1554,0
1555,1
1556,1
1557,0
1558,0
1559,1
1560,1
1561,1
1562,0
1563,0
1564,0
1565,1
1566,0
1567,1
1568,1
1569,1
1570,0
1571,1
1572,0
1573,0
1574,1
1575,0
1576,0
1577,0
1578,0
1579,1
1580,0
1581,0
1582,1
1583,1
1584,1
1586,1
1587,0
1588,1
1589,1
1590,1
1591,0
1592,0
1593,1
1594,1
1595,0
1596,0
1597,1
1598,1
1599,0
1600,0
1601,1
1602,1
1603,0
1604,1
1605,1
1606,1
1607,0
1608,1
1609,0
1610,0
1611,0
1612,0
1613,1
1614,1
1615,0
1616,1
1617,1
1618,0
1619,1
1620,0
1621,1
1622,0
1623,1
1624,0
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,0
1637,1
1638,0
1639,1
1640,0
1641,0
1642,0
1644,1
1645,1
1646,0
1647,0
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,0
1659,1
1660,0
1661,0
1662,1
1663,1
1665,1
1666,1
1667,1
1668,1
1669,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1680,1
1681,0
1682,0
1683,0
1684,0
1685,0
1686,1
1687,0
1688,1
1689,0
1690,1
1691,1
1693,1
1694,1
1695,0
1696,1
1697,1
1698,1
1700,1
1701,0
1702,0
1703,0
1704,1
1705,1
1706,0
1707,0
1708,0
1709,0
1710,1
1711,0
1712,0
1713,1
1714,1
1715,1
1716,1
1717,0
1718,0
1719,1
1720,1
1721,0
1722,1
1723,0
1724,0
1725,1
1726,1
1727,1
1728,0
1729,1
1730,0
1731,1
1732,1
1733,1
1734,0
1735,1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,0
1743,0
1744,0
1745,1
1746,1
1747,0
1748,1
1749,1
1750,1
1751,1
1752,1
1753,0
1754,1
1755,1
1756,1
1757,1
1758,1
1760,1
1762,0
1763,0
1764,1
1765,1
1766,0
1767,1
1768,1
1769,0
1770,1
1771,1
1772,1
1773,0
1774,1
1775,0
1776,1
1777,0
1778,1
1779,1
1780,0
1781,0
1782,1
1783,0
1784,1
1785,1
1786,1
1787,0
1788,1
1789,1
1791,1
1792,1
1793,1
1794,0
1795,0
1796,1
1797,1
1798,1
1799,1
1800,1
1801,0
1802,0
1803,0
1804,0
1805,1
1806,0
1807,0
1808,1
1809,1
1810,1
1811,0
1812,0
1813,1
1814,0
1815,1
1816,1
1817,1
1818,1
1819,0
1820,1
1821,0
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,0
1836,1
1837,1
1838,0
1839,1
1840,0
1841,1
1842,1
1843,1
1844,1
1845,1
1846,0
1847,0
1848,1
1849,1
1850,0
1851,0
1852,1
1854,1
1855,0
1856,1
1857,1
1858,1
1859,1
1860,0
1861,0
1864,1
1865,1
1866,1
1867,1
1868,1
1869,0
1870,1
1871,1
1872,1
1873,0
1875,0
1876,0
1877,1
1878,0
1879,0
1880,1
1881,1
1882,1
1883,0
1884,0
1885,0
1886,1
1887,1
1888,1
1889,0
1890,0
1891,0
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,0
1905,1
1906,1
1907,1
1908,0
1910,0
1911,0
1912,1
1913,1
1914,0
1915,0
1916,1
1917,1
1918,1
1919,1
1920,0
1921,0
1922,0
1923,1
1924,1
1925,1
1926,0
1928,1
1929,0
1930,1
1931,1
1933,1
1935,0
1936,0
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,0
1944,1
1945,1
1947,0
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,1
1955,0
1956,1
1957,1
1958,1
1959,0
1960,1
1961,1
1962,0
1963,1
1964,1
1965,1
1966,1
1967,1
1968,0
1969,1
1970,0
1971,0
1972,0
1973,0
1974,1
1975,0
1976,1
1978,1
1979,0
1980,1
1981,0
1982,1
1983,0
1984,1
1985,1
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,1
1993,1
1995,0
1996,0
1997,1
1998,0
1999,0
2000,1
2001,0
2002,0
2003,1
2004,1
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,1
2012,0
2013,1
2014,0
2015,1
2016,0
2017,0
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,0
2032,1
2033,1
2034,0
2036,0
2037,1
2038,1
2039,1
2041,1
2042,1
2043,1
2044,0
2045,1
2046,0
2047,0
2049,1
2050,0
2051,1
2052,0
2053,1
2054,1
2055,1
2056,1
2057,0
2058,0
2059,1
2060,0
2061,1
2062,1
2063,0
2064,0
2065,0
2066,1
2067,0
2068,0
2069,1
2070,0
2071,1
2072,0
2073,0
2074,1
2075,1
2076,0
2077,1
2078,1
2079,1
2080,0
2081,0
2082,0
2083,1
2084,1
2086,1
2087,0
2088,0
2089,0
2090,1
2091,0
2092,0
2093,0
2094,0
2095,1
2096,0
2097,1
2098,1
2099,1
2100,0
2101,0
2102,1
2104,1
2105,1
2106,0
2107,1
2108,0
2109,1
2110,1
2111,1
2112,1
2113,1
2114,0
2115,1
2116,1
2117,1
2118,1
2119,1
2120,0
2121,0
2122,1
2123,0
2124,1
2125,1
2126,0
2127,0
2128,0
2129,0
2130,1
2132,1
2133,0
2134,0
2135,1
2136,1
2137,0
2138,1
2139,0
2140,0
2141,1
2142,1
2143,1
2144,0
2145,0
2146,0
2147,0
2148,1
2149,0
2150,0
2151,0
2152,0
2153,1
2154,1
2155,1
2156,0
2157,0
2158,1
2159,1
2160,1
2161,1
2162,1
2163,0
2164,1
2165,1
2166,1
2167,0
2168,1
2169,1
2170,1
2171,1
2172,0
2173,0
2174,0
2175,1
2176,1
2177,0
2178,0
2179,0
2180,1
2181,1
2182,1
2183,0
2184,0
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,0
2193,0
2194,0
2195,1
2196,0
2197,1
2198,1
2199,1
2200,0
2201,0
2202,0
2203,1
2204,0
2205,0
2206,0
2207,0
2208,1
2209,1
2210,1
2211,1
2212,1
2214,1
2215,0
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,0
2230,1
2231,0
2233,1
2234,0
2235,0
2236,1
2237,0
2238,1
2239,0
2240,0
2241,1
2242,0
2243,0
2244,0
2245,1
2246,1
2247,0
2248,1
2249,1
2250,1
2251,0
2252,1
2253,0
2254,0
2255,0
2256,1
2257,1
2258,1
2259,1
2260,1
2262,1
2263,1
2264,1
2265,1
2266,0
2267,0
2268,1
2269,1
2270,0
2271,1
2272,1
2273,0
2274,1
2276,1
2277,0
2278,1
2279,0
2280,0
2281,1
2282,1
2283,0
2284,0
2285,0
2286,1
2287,0
2288,0
2289,0
2290,0
2291,1
2292,1
2293,1
2294,1
2295,0
2296,1
2297,1
2299,1
2300,1
2302,1
2303,0
2304,1
2305,1
2306,1
2307,1
2308,0
2309,1
2310,1
2311,0
2312,0
2313,0
2314,1
2315,0
2316,0
2317,0
2318,0
2319,1
2320,0
2321,1
2323,1
2324,0
2325,0
2326,1
2327,0
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,1
2335,0
2336,0
2337,1
2338,1
2339,1
2340,0
2341,0
2342,1
2343,1
2344,1
2345,1
2347,0
2348,0
2349,0
2350,1
2351,1
2352,1
2353,1
2354,0
2355,1
2356,0
2357,1
2358,0
2359,1
2360,1
2361,1
2362,0
2363,0
2364,1
2365,0
2366,1
2367,1
2368,1
2369,1
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,1
2377,0
2378,0
2379,1
2380,1
2381,1
2382,0
2383,0
2384,0
2385,1
2386,1
2388,0
2390,1
2391,1
2392,0
2393,0
2394,1
2395,1
2396,1
2397,0
2398,0
2399,1
2400,1
2401,1
2402,0
2403,1
2404,1
2405,0
2406,0
2407,1
2408,0
2409,1
2410,1
2411,1
2412,0
2413,1
2414,0
2415,0
2416,1
2417,0
2418,1
2419,1
2420,1
2422,0
2423,1
2424,0
2425,1
2426,1
2427,1
2428,0
2429,0
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,0
2439,1
2440,1
2441,0
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,0
2450,1
2451,1
2452,1
2453,0
2454,0
2455,0
2456,1
2457,1
2458,0
2459,1
2460,0
2461,1
2462,0
2463,1
2464,1
2465,1
2466,0
2467,0
2468,0
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,1
2477,0
2478,0
2479,1
2480,0
2481,1
2482,0
2483,0
2484,0
2485,0
2486,1
2487,1
2488,0
2489,0
2490,0
2491,0
2492,0
2493,1
2494,0
2495,0
2496,1
2497,1
2498,1
2499,1
2500,0
